id,origin,type,category,tags,title_en,title_fr,keyword_en,keyword_fr,slug_en,path_en,slug_fr,path_fr,length,angle,notes,pair_of,status_en,status_fr,merged_into,cover
177,en,card page,Card meanings,"card meaning, major, rider-waite-smith","The Empress tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,the empress tarot card meaning,,the-empress,/library/tarot-cards/the-empress/,l-imperatrice,/fr/bibliotheque/cartes-tarot/l-imperatrice/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
178,en,card page,Card meanings,"card meaning, major, rider-waite-smith","The Emperor tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,the emperor tarot card meaning,,the-emperor,/library/tarot-cards/the-emperor/,l-empereur,/fr/bibliotheque/cartes-tarot/l-empereur/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
179,en,card page,Card meanings,"card meaning, major, rider-waite-smith","The Hierophant tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,the hierophant tarot card meaning,,the-hierophant,/library/tarot-cards/the-hierophant/,le-hierophante,/fr/bibliotheque/cartes-tarot/le-hierophante/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
180,en,card page,Card meanings,"card meaning, major, rider-waite-smith","The Lovers tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,the lovers tarot card meaning,,the-lovers,/library/tarot-cards/the-lovers/,les-amoureux,/fr/bibliotheque/cartes-tarot/les-amoureux/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
181,en,card page,Card meanings,"card meaning, major, rider-waite-smith","The Chariot tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,the chariot tarot card meaning,,the-chariot,/library/tarot-cards/the-chariot/,le-chariot,/fr/bibliotheque/cartes-tarot/le-chariot/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
182,en,card page,Card meanings,"card meaning, major, rider-waite-smith","Strength tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,strength tarot card meaning,,strength,/library/tarot-cards/strength/,la-force,/fr/bibliotheque/cartes-tarot/la-force/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
183,en,card page,Card meanings,"card meaning, major, rider-waite-smith","The Hermit tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,the hermit tarot card meaning,,the-hermit,/library/tarot-cards/the-hermit/,l-ermite,/fr/bibliotheque/cartes-tarot/l-ermite/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
184,en,card page,Card meanings,"card meaning, major, rider-waite-smith","Wheel of Fortune tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,wheel of fortune tarot card meaning,,wheel-of-fortune,/library/tarot-cards/wheel-of-fortune/,la-roue-de-fortune,/fr/bibliotheque/cartes-tarot/la-roue-de-fortune/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
185,en,card page,Card meanings,"card meaning, major, rider-waite-smith","Justice tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,justice tarot card meaning,,justice,/library/tarot-cards/justice/,la-justice,/fr/bibliotheque/cartes-tarot/la-justice/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
186,en,card page,Card meanings,"card meaning, major, rider-waite-smith","The Hanged Man tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,the hanged man tarot card meaning,,the-hanged-man,/library/tarot-cards/the-hanged-man/,le-pendu,/fr/bibliotheque/cartes-tarot/le-pendu/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
187,en,card page,Card meanings,"card meaning, major, rider-waite-smith","Death tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,death tarot card meaning,,death,/library/tarot-cards/death/,la-mort,/fr/bibliotheque/cartes-tarot/la-mort/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
188,en,card page,Card meanings,"card meaning, major, rider-waite-smith","Temperance tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,temperance tarot card meaning,,temperance,/library/tarot-cards/temperance/,temperance,/fr/bibliotheque/cartes-tarot/temperance/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
189,en,card page,Card meanings,"card meaning, major, rider-waite-smith","The Devil tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,the devil tarot card meaning,,the-devil,/library/tarot-cards/the-devil/,le-diable,/fr/bibliotheque/cartes-tarot/le-diable/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
190,en,card page,Card meanings,"card meaning, major, rider-waite-smith","The Tower tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,the tower tarot card meaning,,the-tower,/library/tarot-cards/the-tower/,la-tour,/fr/bibliotheque/cartes-tarot/la-tour/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
191,en,card page,Card meanings,"card meaning, major, rider-waite-smith","The Star tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,the star tarot card meaning,,the-star,/library/tarot-cards/the-star/,l-etoile,/fr/bibliotheque/cartes-tarot/l-etoile/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
192,en,card page,Card meanings,"card meaning, major, rider-waite-smith","The Moon tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,the moon tarot card meaning,,the-moon,/library/tarot-cards/the-moon/,la-lune,/fr/bibliotheque/cartes-tarot/la-lune/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
193,en,card page,Card meanings,"card meaning, major, rider-waite-smith","The Sun tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,the sun tarot card meaning,,the-sun,/library/tarot-cards/the-sun/,le-soleil,/fr/bibliotheque/cartes-tarot/le-soleil/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
194,en,card page,Card meanings,"card meaning, major, rider-waite-smith","Judgement tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,judgement tarot card meaning,,judgement,/library/tarot-cards/judgement/,le-jugement,/fr/bibliotheque/cartes-tarot/le-jugement/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
195,en,card page,Card meanings,"card meaning, major, rider-waite-smith","The World tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,the world tarot card meaning,,the-world,/library/tarot-cards/the-world/,le-monde,/fr/bibliotheque/cartes-tarot/le-monde/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
196,en,card page,Card meanings,"card meaning, wands, rider-waite-smith","Ace of Wands tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,ace of wands tarot card meaning,,ace-of-wands,/library/tarot-cards/ace-of-wands/,as-de-batons,/fr/bibliotheque/cartes-tarot/as-de-batons/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
197,en,card page,Card meanings,"card meaning, wands, rider-waite-smith","Two of Wands tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,two of wands tarot card meaning,,two-of-wands,/library/tarot-cards/two-of-wands/,deux-de-batons,/fr/bibliotheque/cartes-tarot/deux-de-batons/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
198,en,card page,Card meanings,"card meaning, wands, rider-waite-smith","Three of Wands tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,three of wands tarot card meaning,,three-of-wands,/library/tarot-cards/three-of-wands/,trois-de-batons,/fr/bibliotheque/cartes-tarot/trois-de-batons/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
199,en,card page,Card meanings,"card meaning, wands, rider-waite-smith","Four of Wands tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,four of wands tarot card meaning,,four-of-wands,/library/tarot-cards/four-of-wands/,quatre-de-batons,/fr/bibliotheque/cartes-tarot/quatre-de-batons/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
200,en,card page,Card meanings,"card meaning, wands, rider-waite-smith","Five of Wands tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,five of wands tarot card meaning,,five-of-wands,/library/tarot-cards/five-of-wands/,cinq-de-batons,/fr/bibliotheque/cartes-tarot/cinq-de-batons/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
201,en,card page,Card meanings,"card meaning, wands, rider-waite-smith","Six of Wands tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,six of wands tarot card meaning,,six-of-wands,/library/tarot-cards/six-of-wands/,six-de-batons,/fr/bibliotheque/cartes-tarot/six-de-batons/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
202,en,card page,Card meanings,"card meaning, wands, rider-waite-smith","Seven of Wands tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,seven of wands tarot card meaning,,seven-of-wands,/library/tarot-cards/seven-of-wands/,sept-de-batons,/fr/bibliotheque/cartes-tarot/sept-de-batons/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
203,en,card page,Card meanings,"card meaning, wands, rider-waite-smith","Eight of Wands tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,eight of wands tarot card meaning,,eight-of-wands,/library/tarot-cards/eight-of-wands/,huit-de-batons,/fr/bibliotheque/cartes-tarot/huit-de-batons/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
204,en,card page,Card meanings,"card meaning, wands, rider-waite-smith","Nine of Wands tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,nine of wands tarot card meaning,,nine-of-wands,/library/tarot-cards/nine-of-wands/,neuf-de-batons,/fr/bibliotheque/cartes-tarot/neuf-de-batons/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
205,en,card page,Card meanings,"card meaning, wands, rider-waite-smith","Ten of Wands tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,ten of wands tarot card meaning,,ten-of-wands,/library/tarot-cards/ten-of-wands/,dix-de-batons,/fr/bibliotheque/cartes-tarot/dix-de-batons/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
206,en,card page,Card meanings,"card meaning, wands, rider-waite-smith","Page of Wands tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,page of wands tarot card meaning,,page-of-wands,/library/tarot-cards/page-of-wands/,valet-de-batons,/fr/bibliotheque/cartes-tarot/valet-de-batons/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
207,en,card page,Card meanings,"card meaning, wands, rider-waite-smith","Knight of Wands tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,knight of wands tarot card meaning,,knight-of-wands,/library/tarot-cards/knight-of-wands/,cavalier-de-batons,/fr/bibliotheque/cartes-tarot/cavalier-de-batons/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
208,en,card page,Card meanings,"card meaning, wands, rider-waite-smith","Queen of Wands tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,queen of wands tarot card meaning,,queen-of-wands,/library/tarot-cards/queen-of-wands/,reine-de-batons,/fr/bibliotheque/cartes-tarot/reine-de-batons/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
209,en,card page,Card meanings,"card meaning, wands, rider-waite-smith","King of Wands tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,king of wands tarot card meaning,,king-of-wands,/library/tarot-cards/king-of-wands/,roi-de-batons,/fr/bibliotheque/cartes-tarot/roi-de-batons/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
210,en,card page,Card meanings,"card meaning, cups, rider-waite-smith","Ace of Cups tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,ace of cups tarot card meaning,,ace-of-cups,/library/tarot-cards/ace-of-cups/,as-de-coupes,/fr/bibliotheque/cartes-tarot/as-de-coupes/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
211,en,card page,Card meanings,"card meaning, cups, rider-waite-smith","Two of Cups tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,two of cups tarot card meaning,,two-of-cups,/library/tarot-cards/two-of-cups/,deux-de-coupes,/fr/bibliotheque/cartes-tarot/deux-de-coupes/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
212,en,card page,Card meanings,"card meaning, cups, rider-waite-smith","Three of Cups tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,three of cups tarot card meaning,,three-of-cups,/library/tarot-cards/three-of-cups/,trois-de-coupes,/fr/bibliotheque/cartes-tarot/trois-de-coupes/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
213,en,card page,Card meanings,"card meaning, cups, rider-waite-smith","Four of Cups tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,four of cups tarot card meaning,,four-of-cups,/library/tarot-cards/four-of-cups/,quatre-de-coupes,/fr/bibliotheque/cartes-tarot/quatre-de-coupes/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
214,en,card page,Card meanings,"card meaning, cups, rider-waite-smith","Five of Cups tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,five of cups tarot card meaning,,five-of-cups,/library/tarot-cards/five-of-cups/,cinq-de-coupes,/fr/bibliotheque/cartes-tarot/cinq-de-coupes/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
215,en,card page,Card meanings,"card meaning, cups, rider-waite-smith","Six of Cups tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,six of cups tarot card meaning,,six-of-cups,/library/tarot-cards/six-of-cups/,six-de-coupes,/fr/bibliotheque/cartes-tarot/six-de-coupes/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
216,en,card page,Card meanings,"card meaning, cups, rider-waite-smith","Seven of Cups tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,seven of cups tarot card meaning,,seven-of-cups,/library/tarot-cards/seven-of-cups/,sept-de-coupes,/fr/bibliotheque/cartes-tarot/sept-de-coupes/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
217,en,card page,Card meanings,"card meaning, cups, rider-waite-smith","Eight of Cups tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,eight of cups tarot card meaning,,eight-of-cups,/library/tarot-cards/eight-of-cups/,huit-de-coupes,/fr/bibliotheque/cartes-tarot/huit-de-coupes/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
218,en,card page,Card meanings,"card meaning, cups, rider-waite-smith","Nine of Cups tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,nine of cups tarot card meaning,,nine-of-cups,/library/tarot-cards/nine-of-cups/,neuf-de-coupes,/fr/bibliotheque/cartes-tarot/neuf-de-coupes/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
219,en,card page,Card meanings,"card meaning, cups, rider-waite-smith","Ten of Cups tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,ten of cups tarot card meaning,,ten-of-cups,/library/tarot-cards/ten-of-cups/,dix-de-coupes,/fr/bibliotheque/cartes-tarot/dix-de-coupes/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
220,en,card page,Card meanings,"card meaning, cups, rider-waite-smith","Page of Cups tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,page of cups tarot card meaning,,page-of-cups,/library/tarot-cards/page-of-cups/,valet-de-coupes,/fr/bibliotheque/cartes-tarot/valet-de-coupes/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
221,en,card page,Card meanings,"card meaning, cups, rider-waite-smith","Knight of Cups tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,knight of cups tarot card meaning,,knight-of-cups,/library/tarot-cards/knight-of-cups/,cavalier-de-coupes,/fr/bibliotheque/cartes-tarot/cavalier-de-coupes/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
222,en,card page,Card meanings,"card meaning, cups, rider-waite-smith","Queen of Cups tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,queen of cups tarot card meaning,,queen-of-cups,/library/tarot-cards/queen-of-cups/,reine-de-coupes,/fr/bibliotheque/cartes-tarot/reine-de-coupes/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
223,en,card page,Card meanings,"card meaning, cups, rider-waite-smith","King of Cups tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,king of cups tarot card meaning,,king-of-cups,/library/tarot-cards/king-of-cups/,roi-de-coupes,/fr/bibliotheque/cartes-tarot/roi-de-coupes/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
224,en,card page,Card meanings,"card meaning, swords, rider-waite-smith","Ace of Swords tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,ace of swords tarot card meaning,,ace-of-swords,/library/tarot-cards/ace-of-swords/,as-de-epees,/fr/bibliotheque/cartes-tarot/as-de-epees/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
225,en,card page,Card meanings,"card meaning, swords, rider-waite-smith","Two of Swords tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,two of swords tarot card meaning,,two-of-swords,/library/tarot-cards/two-of-swords/,deux-de-epees,/fr/bibliotheque/cartes-tarot/deux-de-epees/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
226,en,card page,Card meanings,"card meaning, swords, rider-waite-smith","Three of Swords tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,three of swords tarot card meaning,,three-of-swords,/library/tarot-cards/three-of-swords/,trois-de-epees,/fr/bibliotheque/cartes-tarot/trois-de-epees/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
227,en,card page,Card meanings,"card meaning, swords, rider-waite-smith","Four of Swords tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,four of swords tarot card meaning,,four-of-swords,/library/tarot-cards/four-of-swords/,quatre-de-epees,/fr/bibliotheque/cartes-tarot/quatre-de-epees/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
228,en,card page,Card meanings,"card meaning, swords, rider-waite-smith","Five of Swords tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,five of swords tarot card meaning,,five-of-swords,/library/tarot-cards/five-of-swords/,cinq-de-epees,/fr/bibliotheque/cartes-tarot/cinq-de-epees/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
229,en,card page,Card meanings,"card meaning, swords, rider-waite-smith","Six of Swords tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,six of swords tarot card meaning,,six-of-swords,/library/tarot-cards/six-of-swords/,six-de-epees,/fr/bibliotheque/cartes-tarot/six-de-epees/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
230,en,card page,Card meanings,"card meaning, swords, rider-waite-smith","Seven of Swords tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,seven of swords tarot card meaning,,seven-of-swords,/library/tarot-cards/seven-of-swords/,sept-de-epees,/fr/bibliotheque/cartes-tarot/sept-de-epees/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
231,en,card page,Card meanings,"card meaning, swords, rider-waite-smith","Eight of Swords tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,eight of swords tarot card meaning,,eight-of-swords,/library/tarot-cards/eight-of-swords/,huit-de-epees,/fr/bibliotheque/cartes-tarot/huit-de-epees/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
232,en,card page,Card meanings,"card meaning, swords, rider-waite-smith","Nine of Swords tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,nine of swords tarot card meaning,,nine-of-swords,/library/tarot-cards/nine-of-swords/,neuf-de-epees,/fr/bibliotheque/cartes-tarot/neuf-de-epees/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
233,en,card page,Card meanings,"card meaning, swords, rider-waite-smith","Ten of Swords tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,ten of swords tarot card meaning,,ten-of-swords,/library/tarot-cards/ten-of-swords/,dix-de-epees,/fr/bibliotheque/cartes-tarot/dix-de-epees/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
234,en,card page,Card meanings,"card meaning, swords, rider-waite-smith","Page of Swords tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,page of swords tarot card meaning,,page-of-swords,/library/tarot-cards/page-of-swords/,valet-de-epees,/fr/bibliotheque/cartes-tarot/valet-de-epees/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
235,en,card page,Card meanings,"card meaning, swords, rider-waite-smith","Knight of Swords tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,knight of swords tarot card meaning,,knight-of-swords,/library/tarot-cards/knight-of-swords/,cavalier-de-epees,/fr/bibliotheque/cartes-tarot/cavalier-de-epees/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
236,en,card page,Card meanings,"card meaning, swords, rider-waite-smith","Queen of Swords tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,queen of swords tarot card meaning,,queen-of-swords,/library/tarot-cards/queen-of-swords/,reine-de-epees,/fr/bibliotheque/cartes-tarot/reine-de-epees/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
237,en,card page,Card meanings,"card meaning, swords, rider-waite-smith","King of Swords tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,king of swords tarot card meaning,,king-of-swords,/library/tarot-cards/king-of-swords/,roi-de-epees,/fr/bibliotheque/cartes-tarot/roi-de-epees/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
238,en,card page,Card meanings,"card meaning, pentacles, rider-waite-smith","Ace of Pentacles tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,ace of pentacles tarot card meaning,,ace-of-pentacles,/library/tarot-cards/ace-of-pentacles/,as-de-pentacles,/fr/bibliotheque/cartes-tarot/as-de-pentacles/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
239,en,card page,Card meanings,"card meaning, pentacles, rider-waite-smith","Two of Pentacles tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,two of pentacles tarot card meaning,,two-of-pentacles,/library/tarot-cards/two-of-pentacles/,deux-de-pentacles,/fr/bibliotheque/cartes-tarot/deux-de-pentacles/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
240,en,card page,Card meanings,"card meaning, pentacles, rider-waite-smith","Three of Pentacles tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,three of pentacles tarot card meaning,,three-of-pentacles,/library/tarot-cards/three-of-pentacles/,trois-de-pentacles,/fr/bibliotheque/cartes-tarot/trois-de-pentacles/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
241,en,card page,Card meanings,"card meaning, pentacles, rider-waite-smith","Four of Pentacles tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,four of pentacles tarot card meaning,,four-of-pentacles,/library/tarot-cards/four-of-pentacles/,quatre-de-pentacles,/fr/bibliotheque/cartes-tarot/quatre-de-pentacles/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
242,en,card page,Card meanings,"card meaning, pentacles, rider-waite-smith","Five of Pentacles tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,five of pentacles tarot card meaning,,five-of-pentacles,/library/tarot-cards/five-of-pentacles/,cinq-de-pentacles,/fr/bibliotheque/cartes-tarot/cinq-de-pentacles/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
243,en,card page,Card meanings,"card meaning, pentacles, rider-waite-smith","Six of Pentacles tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,six of pentacles tarot card meaning,,six-of-pentacles,/library/tarot-cards/six-of-pentacles/,six-de-pentacles,/fr/bibliotheque/cartes-tarot/six-de-pentacles/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
244,en,card page,Card meanings,"card meaning, pentacles, rider-waite-smith","Seven of Pentacles tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,seven of pentacles tarot card meaning,,seven-of-pentacles,/library/tarot-cards/seven-of-pentacles/,sept-de-pentacles,/fr/bibliotheque/cartes-tarot/sept-de-pentacles/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
245,en,card page,Card meanings,"card meaning, pentacles, rider-waite-smith","Eight of Pentacles tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,eight of pentacles tarot card meaning,,eight-of-pentacles,/library/tarot-cards/eight-of-pentacles/,huit-de-pentacles,/fr/bibliotheque/cartes-tarot/huit-de-pentacles/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
246,en,card page,Card meanings,"card meaning, pentacles, rider-waite-smith","Nine of Pentacles tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,nine of pentacles tarot card meaning,,nine-of-pentacles,/library/tarot-cards/nine-of-pentacles/,neuf-de-pentacles,/fr/bibliotheque/cartes-tarot/neuf-de-pentacles/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
247,en,card page,Card meanings,"card meaning, pentacles, rider-waite-smith","Ten of Pentacles tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,ten of pentacles tarot card meaning,,ten-of-pentacles,/library/tarot-cards/ten-of-pentacles/,dix-de-pentacles,/fr/bibliotheque/cartes-tarot/dix-de-pentacles/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
248,en,card page,Card meanings,"card meaning, pentacles, rider-waite-smith","Page of Pentacles tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,page of pentacles tarot card meaning,,page-of-pentacles,/library/tarot-cards/page-of-pentacles/,valet-de-pentacles,/fr/bibliotheque/cartes-tarot/valet-de-pentacles/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
249,en,card page,Card meanings,"card meaning, pentacles, rider-waite-smith","Knight of Pentacles tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,knight of pentacles tarot card meaning,,knight-of-pentacles,/library/tarot-cards/knight-of-pentacles/,cavalier-de-pentacles,/fr/bibliotheque/cartes-tarot/cavalier-de-pentacles/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
250,en,card page,Card meanings,"card meaning, pentacles, rider-waite-smith","Queen of Pentacles tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,queen of pentacles tarot card meaning,,queen-of-pentacles,/library/tarot-cards/queen-of-pentacles/,reine-de-pentacles,/fr/bibliotheque/cartes-tarot/reine-de-pentacles/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
251,en,card page,Card meanings,"card meaning, pentacles, rider-waite-smith","King of Pentacles tarot card meaning: upright, reversed, love and career (Rider-Waite-Smith)",,king of pentacles tarot card meaning,,king-of-pentacles,/library/tarot-cards/king-of-pentacles/,roi-de-pentacles,/fr/bibliotheque/cartes-tarot/roi-de-pentacles/,1200,lenses first; upright/reversed; love & career sections,,,exists,todo,,
252,en,article,Card meanings,"card meaning, love reading, death","Death in a love reading: what it means, and the question I won’t answer",,does the Death card mean literal death,,does-the-death-card-mean-literal-death,/blog/does-the-death-card-mean-literal-death/,,,1600,the white horse and the sunrise,,,todo,todo,,
253,en,article,Card meanings,"card meaning, reversed, death","Death reversed: blocked, in excess, or a shuffle you didn’t check",,death reversed meaning,,death-reversed-meaning,/blog/death-reversed-meaning/,,,900,,,,todo,todo,,
254,en,article,Card meanings,"card meaning, love reading, the tower","The Tower in a love reading: what it means, and the question I won’t answer",,tower card meaning love,,tower-card-meaning-love,/blog/tower-card-meaning-love/,,,1600,"the card everyone fears, explained",,,todo,todo,,
255,en,article,Card meanings,"card meaning, reversed, the tower","The Tower reversed: blocked, in excess, or a shuffle you didn’t check",,the tower reversed meaning,,the-tower-reversed-meaning,/blog/the-tower-reversed-meaning/,,,900,,,,todo,todo,,
256,en,article,Card meanings,"card meaning, love reading, the lovers","The Lovers in a love reading: what it means, and the question I won’t answer",,the lovers tarot love reading,,the-lovers-tarot-love-reading,/blog/the-lovers-tarot-love-reading/,,,1600,,,,todo,todo,,
